title,price,nop,image,link,scrapedAt
Men's Funny I fix Stuff T-Shirt Mechanic Engineer Garage Tee Shirt,19,| Based on positive mentions in reviews,https://m.media-amazon.com/images/I/81sVKlw1xtL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NTUxOTgwMzU3ODU4NDQ2OjE3Mzk4NjQ1OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDY0NTIwNTAxNjAwMjo6MDo6&url=%2FT-Shirt-Mechanic-Engineer-Garage-Medium%2Fdp%2FB0BG6CRSFC%2Fref%3Dsxin_16_pa_sp_search_thematic-asin_sspa%3Fcontent-id%3Damzn1.sym.fafe484f-cd28-4757-8453-ed5d45330b75%253Aamzn1.sym.fafe484f-cd28-4757-8453-ed5d45330b75%26cv_ct_cx%3DExample%2BT-Shirt%26keywords%3DExample%2BT-Shirt%26pd_rd_i%3DB0BG6CRSFC%26pd_rd_r%3D250f97f9-3253-4090-ac7f-e2c522ec0dcd%26pd_rd_w%3DQwBUg%26pd_rd_wg%3D7bAf2%26pf_rd_p%3Dfafe484f-cd28-4757-8453-ed5d45330b75%26pf_rd_r%3D48PH9GAQ5GGJKGEMWSVX%26qid%3D1739864598%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-baa1f287-65d3-41a3-a655-8bbba0531537-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,2025-02-18T07:43:28.379Z
