title,price,company,moq,rating,nop,image,link,scrapedAt
Fast Delivery Fashion Women Round Neck Crinkle Printed Boho Big Flared Sleeve Mini Tunic,31.50,"Dongguan Janey Yo Garment Co., Ltd.",Min. order: 2 pieces,5.0,7,https://s.alicdn.com/@sc04/kf/H0e20cea4314949d1bdb4cafdb69c6c73l.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Fast-Delivery-Fashion-Women-Round-Neck_1601050167775.html,2025-02-19T10:24:11.958Z
Plus Size Twist Front Stripe Textured Slim Dresses Elegant Fashion V Neck Sleeve for Women,5.90,"Guangzhou Rongge Apparel Co., Ltd.",Min. order: 2 pieces,4.6,29,https://s.alicdn.com/@sc04/kf/Ha1224991f3364cc586404927f085637cW.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Plus-Size-Twist-Front-Stripe-Textured_1601106326187.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T10:24:12.136Z
Satin Textured V-Neck Pleated Solid Color Short Women's Sehe Fashion,10.52,"Guangzhou Sehe Apparel Co., Ltd.",Min. order: 1 piece,4.4,0,https://s.alicdn.com/@sc04/kf/H2f2b5f4c7aa4435699c0d0aab1c4861bt.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Satin-Textured-V-Neck-Pleated-Solid_1601276917626.html,2025-02-19T10:24:12.312Z
Fashion Sweetheart Neckline Oversized Puffy Sleeves Jacquard Fabric Maxi Women,10.90-17.90,"Dongguan Metro Clothing Co., Ltd.",Min. order: 100 pieces,4.9,5,https://s.alicdn.com/@sc04/kf/H47ec763fa0274e2ab6403c4c5cc0bc76L.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Fashion-Sweetheart-Neckline-Oversized-Puffy-Short_1600530645472.html,2025-02-19T10:24:12.469Z
Spring Summer Dress Pleated Texture Custom Printed Pattern Women's Sleeve Skinny,7.79,"Foshan Mgoo Fashion Apparel Co., Ltd.",Min. order: 50 pieces,4.8,202,https://s.alicdn.com/@sc04/kf/H21d35eacd3564a308e17dca3d36f5cdfd.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Spring-Summer-Dress-Pleated-Texture-Custom_1601226215972.html,2025-02-19T10:24:12.631Z
2024 New Bodycon Style Short Dress Textured Ribbed Bandeau Bikini Set,3.90-7.90,"Fuxin Di Linte Garments Trade Co., Ltd.",Min. order: 100 pieces,nil,0,https://s.alicdn.com/@sc04/kf/Hcc4fd71416c4426cad7d76b5ec5fc0b6x.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2024-New-Bodycon-Style-Short-Dress_1600972945427.html,2025-02-19T10:24:12.772Z
Miyake Pleated Fashion Clothing Women's Short Sleeve Poncho Top & Vest Set Solid Colour Glossy Cubic Set,39.00-40.00,"Dongguan Zhuoyang Garment Co., Ltd",Min. order: 30 sets,4.8,1,https://s.alicdn.com/@sc04/kf/Hb2f98fc0356447ecae3df6161c102eefW.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Miyake-Pleated-Fashion-Clothing-Women-s_1601322273737.html,2025-02-19T10:24:12.930Z
Candy Color Appliqued Ball Gown Wedding Textural Quality Children's Clothing Princess Layered Tutu Birthday Party for Girl,11.20,"Fujian Jinghui Technology Co., Ltd.",Min. order: 2 pieces,4.4,0,https://s.alicdn.com/@sc04/kf/H8fb13124763d4b9082d673da93ccd9bck.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Candy-Color-Appliqued-Ball-Gown-Wedding_1601207430321.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T10:24:13.086Z
Summer Mini Fashion Ladies Elegant Tight Wrap Dress Beach Party Casual Evening Women,6.94,"Guangzhou Liule Garments Co., Ltd.",Min. order: 2 pieces,4.4,6,https://s.alicdn.com/@sc04/kf/H56edb86dd57249ea86270f4bf0b1d1cdN.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Summer-Mini-Fashion-Ladies-Elegant-Tight_1600486531172.html,2025-02-19T10:24:13.243Z
Sexy Short Tight Mini Dress Bodycon Women Dresses,8.80,"Quanzhou Taishang District Fuxin Clothing Co., Ltd.",Min. order: 1 piece,4.7,0,https://s.alicdn.com/@sc04/kf/Hec14d599480f4c2598e815c000004aa3W.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Sexy-Short-Tight-Mini-Dress-Bodycon_1600912288632.html,2025-02-19T10:24:13.394Z
